"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"609","48","2012","빛의","光ダメージ [36~48]~[54~88]","5","300","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"252","49","2101","그늘진","闇ダメージ [1~2]~[2~3]","100","10","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"253","49","2102","침침한","闇ダメージ [2~3]~[3~6]","100","12","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"254","49","2103","어두운","闇ダメージ [3~5]~[5~10]","95","16","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"255","49","2104","어둑한","闇ダメージ [5~8]~[8~15]","95","22","●","","","","","","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"256","49","2105","깜깜한","闇ダメージ [7~11]~[11~20]","90","30","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"257","49","2106","껌껌한","闇ダメージ [10~15]~[15~26]","90","40","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"258","49","2107","캄캄한","闇ダメージ [12~18]~[18~31]","85","52","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"259","49","2108","컴컴한","闇ダメージ [15~22]~[23~38]","85","66","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"260","49","2109","암흑의","闇ダメージ [20~28]~[30~47]","80","82","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"261","49","2110","칠흑의","闇ダメージ [27~37]~[41~71]","80","100","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"529","49","2111","흑야의","闇ダメージ [35~45]~[53~83]","75","200","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"610","49","2112","어둠의","闇ダメージ [43~53]~[65~95]","75","300","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"262","50","2201","거머리의","敵に与えたダメージの [1~2]％を HP吸収","25","13","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"263","50","2202","박쥐의","敵に与えたダメージの [3~4]％を HP吸収","20","33","","","","","","","","","","","","","","","●","","●","","●","","●","","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"264","50","2203","흡혈귀의","敵に与えたダメージの [5~6]％を HP吸収","15","63","","","","","","","","","","","","","","","","","","","●","","","","●","","●","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"265","50","2204","노스페라투의","敵に与えたダメージの 8％を HP吸収","10","73","","","","","","","","","","","","","","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"266","51","2301","마녀의","CP獲得ボーナス [1~2]％","25","6","●","","●","●","●","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"267","51","2302","사티로스의","CP獲得ボーナス [3~4]％","20","26","●","","●","●","","","","","●","●","","","","","●","●","●","","●","●","●","","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"268","51","2303","인큐버스의","CP獲得ボーナス [5~6]％","15","46","●","","","","","","","","","●","","","","","●","","","","●","","","","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"269","51","2304","서큐버스의","CP獲得ボーナス 8％","10","66","","","","","","","","","","","","","","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"270","52","2401","공포의","敵逃亡 [1~3]％","100","40","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"271","53","2402","맹렬함의","ノックアウト攻撃 +[5~10]％","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"272","54","2403","즉사의","即死攻撃 +1％","100","55","●","","●","","","","","","","●","","●","","","●","","●","","●","●","","●","●","","●","","●","●","","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"273","54","2404","죽음의","即死攻撃 +2％","100","75","","","","","","","","","","●","","","","","","","","","●","","","","","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"274","55","2405","파쇄의","武器破壊攻撃 +[1~3]％(5秒)","100","20","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"275","55","2406","분쇄의","武器破壊攻撃 +[3~5]％(5秒)","100","50","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","●","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"276","56","2407","관통의","鎧破壊攻撃 +[1~3]％(5秒)","100","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"277","56","2408","절단의","鎧破壊攻撃 +[3~5]％(5秒)","100","30","●","","●","●","●","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"278","57","2409","감기의","コールド攻撃 +[1~3]％([1~2]秒)","50","22","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"279","57","2410","독감의","コールド攻撃 +[3~5]％([2~3]秒)","50","44","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"280","58","2411","얼리는","フリーズ攻撃 +2％(1秒)","50","33","●","","●","●","●","●","","","●","●","","●","","","●","●","●","","●","●","●","●","●","","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","●"
"281","58","2412","얼려 버리는","フリーズ攻撃 +3％(1秒)","50","55","●","","●","","","","","","","●","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"282","59","2414","먹물의","目くらまし攻撃 +[1~3]％(1秒)","100","4","●","","●","●","●","","●","●","●","●","","●","","●","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"283","60","2415","멍멍한","スタン攻撃 +2％(1秒)","80","65","","","●","","","","","","●","","","","","","","","","","●","●","●","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"284","61","2416","메두사의","石化攻撃 +2％(1秒)","50","18","●","","●","●","●","","","","●","●","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"285","61","2417","고르곤의","石化攻撃 +3％(1秒)","50","38","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"286","62","2418","혼란의","混乱攻撃 +[1~3]％(1秒)","100","12","●","","●","●","●","","","","●","●","","●","","●","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"287","62","2419","혼돈의","混乱攻撃 +[3~5]％([1~2]秒)","100","24","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"288","63","2420","졸린","睡眠攻撃 +[1~3]％(2秒)","100","13","●","","●","●","●","","","●","●","●","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"289","64","2421","매혹의","チャーミング攻撃 +[1~3]％(2秒)","100","47","●","","●","","","","","","","","","●","","","","","","","●","●","●","●","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","●"
"290","64","2422","유혹의","チャーミング攻撃 +[3~5]％(2秒)","100","74","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"291","65","2423","주목받는","優先ターゲット攻撃 +[3~5]％([5~10]秒)","100","37","●","●","","","","","","","","","","","","","","","","","●","","","","●","","","","●","●","","","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","",""
"292","66","2424","골 때리는","AI低下攻撃 +[3~5]％([2~3]秒)","50","16","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"293","67","2425","광분하는","ベルセルク攻撃 +[3~5]％([2~3]秒)","50","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"294","68","3101","발간","火属性抵抗 +[5~10]％","100","3","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"295","68","3102","빨간","火属性抵抗 +[11~15]％","90","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"296","68","3103","붉은","火属性抵抗 +[16~20]％","80","15","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"297","68","3104","시뻘건","火属性抵抗 +[21~30]％","70","27","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"298","68","3105","석류석의","火属性抵抗 +[31~40]％","60","43","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"299","68","3106","홍옥의","火属性抵抗 +[41~50]％","50","63","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"530","68","3107","완벽한 홍옥의","火属性抵抗 +[45~60]％","40","213","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"611","68","3108","유일한 홍옥의","火属性抵抗 +[50~75]％","40","313","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"300","69","3201","파란","水属性抵抗 +[5~10]％","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"301","69","3202","푸른","水属性抵抗 +[11~15]％","90","8","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"302","69","3203","퍼런","水属性抵抗 +[16~20]％","80","16","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"303","69","3204","시퍼런","水属性抵抗 +[21~30]％","70","28","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"304","69","3205","남옥의","水属性抵抗 +[31~40]％","60","44","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"305","69","3206","청옥의","水属性抵抗 +[41~50]％","50","64","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"531","69","3207","완벽한 청옥의","水属性抵抗 +[45~60]％","40","214","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"612","69","3208","유일한 청옥의","水属性抵抗 +[50~75]％","40","314","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"306","70","3301","녹색의","風属性抵抗 +[5~10]％","100","5","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"307","70","3302","초록의","風属性抵抗 +[11~15]％","90","9","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"308","70","3303","옥색의","風属性抵抗 +[16~20]％","80","17","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"309","70","3304","비취의","風属性抵抗 +[21~30]％","70","29","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"310","70","3305","감람석의","風属性抵抗 +[31~40]％","60","45","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"311","70","3306","취옥의","風属性抵抗 +[41~50]％","50","65","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"532","70","3307","완벽한 취옥의","風属性抵抗 +[45~60]％","40","215","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"613","70","3308","유일한 취옥의","風属性抵抗 +[50~75]％","40","315","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"312","71","3401","노란","大地属性抵抗 +[5~10]％","100","6","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"313","71","3402","누런","大地属性抵抗 +[11~15]％","90","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"314","71","3403","샛노란","大地属性抵抗 +[16~20]％","80","18","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"315","71","3404","묘안석의","大地属性抵抗 +[21~30]％","70","30","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"316","71","3405","호박의","大地属性抵抗 +[31~40]％","60","46","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"317","71","3406","황옥의","大地属性抵抗 +[41~50]％","50","66","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"533","71","3407","완벽한 황옥의","大地属性抵抗 +[45~60]％","40","216","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"614","71","3408","유일한 황옥의","大地属性抵抗 +[50~75]％","40","316","","","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"318","72","3501","하얀","光属性抵抗 +[5~10]%","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"319","72","3502","새하얀","光属性抵抗 +[11~15]%","90","11","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"320","72","3503","산호의","光属性抵抗 +[16~20]%","80","19","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"321","72","3504","수정의","光属性抵抗 +[21~30]%","70","31","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"322","72","3505","진주의","光属性抵抗 +[31~40]%","60","47","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"323","72","3506","금강석의","光属性抵抗 +[41~50]%","50","67","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"534","72","3507","완벽한 금강석의","光属性抵抗 +[45~60]%","40","217","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"615","72","3508","유일한 금강석의","光属性抵抗 +[50~75]%","40","317","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"324","73","3601","까만","闇属性抵抗 +[5~10]％","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"325","73","3602","검은","闇属性抵抗 +[11~15]％","90","11","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"326","73","3603","새카만","闇属性抵抗 +[16~20]％","80","19","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"327","73","3604","자수정의","闇属性抵抗 +[21~30]％","70","31","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"328","73","3605","흑진주의","闇属性抵抗 +[31~40]％","60","47","●","","●","●","●","●","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"329","73","3606","오닉스의","闇属性抵抗 +[41~50]％","50","67","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"535","73","3607","완벽한 오닉스의","闇属性抵抗 +[45~60]％","40","217","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"616","73","3608","유일한 오닉스의","闇属性抵抗 +[50~75]％","40","317","","","","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"330","74","3701","다양한","全ての属性抵抗 +[2~4]％","100","8","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"331","74","3702","다채로운","全ての属性抵抗 +[5~10]％","50","24","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"332","74","3703","화려한","全ての属性抵抗 +[11~20]％","25","48","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"333","74","3704","무지개의","全ての属性抵抗 +[21~30]％","10","80","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"536","74","3705","쌍무지개의","全ての属性抵抗 +[31~40]％","40","280","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"617","74","3706","세쌍무지개의","全ての属性抵抗 +[41~50]％","40","380","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"922","74","30077","솔라비의 ","全ての属性抵抗 +60％","100","0","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"334","75","3801","사라만다의","火属性ダメージ吸収 [5~10]％","75","37","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"335","75","3802","나르의","火属性ダメージ吸収 [11~20]％","50","73","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"537","75","3821","고대 나르의","火属性ダメージ吸収 [15~25]％","40","253","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"618","75","3831","초대 나르의","火属性ダメージ吸収 [25~40]％","40","353","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336","76","3803","운디네의","水属性ダメージ吸収 [5~10]％","75","38","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"337","76","3804","넨의","水属性ダメージ吸収 [11~20]％","50","74","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"538","76","3822","고대 넨의","水属性ダメージ吸収 [15~25]％","40","254","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"619","76","3832","초대 넨의","水属性ダメージ吸収 [25~40]％","40","354","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","77","3805","실프의","風属性ダメージ吸収 [5~10]％","75","39","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"339","77","3806","술의","風属性ダメージ吸収 [11~20]％","50","75","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539","77","3823","고대 술의","風属性ダメージ吸収 [15~25]％","40","255","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","77","3833","초대 술의","風属性ダメージ吸収 [25~40]％","40","355","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","78","3807","코볼트의","大地属性ダメージ吸収 [5~10]％","75","40","●","","●","●","","","","●","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"341","78","3808","케멘의","大地属性ダメージ吸収 [11~20]％","50","76","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","78","3824","고대 케멘의","大地属性ダメージ吸収 [15~25]％","40","256","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"621","78","3834","초대 케멘의","大地属性ダメージ吸収 [25~40]％","40","356","","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
